Duration (in seconds),Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q2_text,Q3.1,Q3.1 text,Q3.2,Q3.2 text,Q3.3,Q3.3 text,Q3.4,Q3.4 text,Q3.5,Q3.5 text,Q3.6,Q3.6 text,Q3.7,Q3.7 text,Q3.8,Q3.8 text,Q3.9,Q3.9 text,Q3.10,Q3.10 text,Q3.text,Q4,Q5,Q5_text,Q6,Q6_9_TEXT,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q8a_1,Q8a_2,Q8a_3,Q8a_4,Q8a_5,Q8a_6,Q8a_7,Q8a_8,Q8a_9,Q8a_10,Q8a_11,Q8b_1,Q8b_2,Q8b_3,Q8b_4,Q8b_5,Q8b_6,Q8b_7,Q8b_8,Q8b_9,Q8b_10,Q8b_11,Q9a_1,Q9a_2,Q9a_3,Q9a_4,Q9a_5,Q9a_6,Q9a_7,Q9a_8,Q9a_9,Q9a_10,Q9b_1,Q9b_2,Q9b_3,Q9b_4,Q9b_5,Q9b_6,Q9b_7,Q9b_8,Q9b_9,Q9b_10,Q10,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q12_11,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_9,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q15_10,Q16,Q17,Q17_3_TEXT,Q18,Q19,Q20,Q20_9_TEXT,Q22
3136,2,3,3,3,3,,47,,4,,4,,1,,1,,1,,5,,5,,3,,4,,,2,3,It seems to me that this kind of solutions are part of the resistance of society to avoid to adress the real causes of increase of CO2 in the atmosphere,6,,1,4,2,4,6,1,6,6,6,4,6,5,4,5,5,5,5,6,6,6,4,6,6,3,4,4,4,3,6,4,6,4,6,4,2,3,6,6,2,2,6,4,6,2,1,2,6,6,2,,2,2,2,6,6,6,4,5,4,4,6,6,6,6,6,6,2,2,5,6,6,3,5,6,4,3,1,4,2,5,5,5,4,2,4,,1,,24,3,7,,
2268,2,5,5,2,5,,48,,4,,3,,2,,3,,2,,4,,5,,4,,4,,,2,4,"Although there are some uncertainties regarding injecting pressurized CO2 in a rocky substrate, this can be a promising alternative to capture and transform atmospheric CO2, helping in climate change. ",2,,1,1,2,2,3,3,2,2,4,4,3,4,4,3,3,4,3,3,4,4,4,3,3,4,3,3,4,3,3,3,4,4,3,3,2,3,2,4,5,5,4,4,4,5,4,4,3,4,4,,2,4,5,4,3,3,4,5,4,3,3,3,4,2,4,6,4,4,4,2,4,1,5,4,2,2,1,4,3,4,5,4,4,4,2,,1,,20,3,7,,No
4502,2,3,3,3,3,I find those questions very specific - I guess very few people can agree or disagree (you may get a lot of non-helpful neither). 'Can stabilize warming by 2050'? What climate model? Anyone?,48,,3,,3,,2,,4,,2,"Nutrient additions can be dangerous. For example, If you inject Fe in the Southern ocean you may end up with stronger Si limitation in lower latitudes..",5,,5,,3,,5,,"Collect all private jets, yacht and cruise ferries and recycle them",1,3,"Don't know if it's effective or expensive. However, it sounds unharmful for the environment, which is a big plus. I find by far much better idea to focus on reducing till eliminating the effects of carbon emissions. Another thought: the turnover rate of rock formation that you suggest is ~2yr, but carbon emissions have much shorter turnover rate (right?). Does this mean that tons of platforms would be needed in order to have a substantial effect? Don't know.",2,,1,1,1,1,1,1,2,2,6,2,2,4,3,4,4,4,4,4,4,3,4,5,4,4,4,5,4,4,4,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,3,"I found the survey not very pleasant. I especially didn't like the 1st and the last pages, which are important ones! On the 1st page, you maybe wanted to know how familiar people are with climate modelling and the solid carbon technology, I get that. But asking how much I agree about climate models predicting something? I think it doesn't make much sense. You could maybe ask: How familiar are you with the carbon cycle? How familiar are you with the effects of climate change or modelling? 
In the last page you are missing an IF: if solid carbon turns out... Written the way you have it is confusing, misleading and maybe grammatically incorrect. I am sorry about the bad comments - I hope they are helpful!",2,4,4,4,4,4,4,5,4,4,3,6,6,6,3,4,1,5,2,2,4,2,4,2,4,3,2,4,3,4,6,4,2,4,4,,1,,17,2,7,,
1294749,2,4,5,6,5,,50,,3,,4,,4,,4,,4,,5,,5,,4,,4,,,1,4,it will help to solve the problem of climate changes,2,,3,3,2,3,3,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,,4,5,4,4,5,4,4,5,4,4,4,6,2,6,4,4,5,5,4,1,6,1,5,3,5,1,1,5,5,5,5,5,1,5,5,,2,,21,6,7,,
1303,2,4,6,2,6,,47,,2,,4,,1,It would affect marine life,2,,1,Adding nutrients would increase dead zones in the ocean,5,,4,,1,,5,,,1,3,I think habitat restoration should be tried first,2,,2,4,2,5,5,2,3,4,4,5,3,5,5,5,5,5,5,3,3,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,2,3,3,3,4,4,3,4,4,4,4,4,3,4,2,,1,1,3,4,3,4,4,4,4,5,4,1,3,1,3,1,1,5,4,1,5,2,5,5,4,3,1,4,3,5,4,3,2,2,2,,2,,22,2,7,,
2167,2,2,5,2,5,,49,,6,,6,,1,,6,,1,,5,,5,,6,,5,,,1,4,"Support, but negative effects should be studied, taking into account the geological characteristics of the area",1,,1,1,1,2,5,1,5,5,6,4,3,3,4,3,4,4,4,2,2,6,2,1,6,2,2,2,2,2,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,Support including more research including research on negative effects,6,6,6,6,6,6,6,5,4,6,6,6,6,6,6,6,2,1,1,1,4,3,3,1,5,2,1,5,5,5,5,5,1,2,5,,2,,39,3,6,,
1297,2,6,6,6,6,,49,,4,,5,,3,,3,is it feasible?,3,,3,,5,,3,,3,,all previous ideas are good but do we have the information if they can be applied to nature.,5,5,this solution is feasible.,1,,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,3,3,4,3,3,3,3,3,4,3,3,3,4,,1,,18,4,7,,I wish to fix this problem of climate change
1358,2,4,4,3,3,,50,,4,,5,,4,,6,,4,,4,,5,,3,,4,,no further comment,2,3,Capturing CO2 is a concern as we also need to consider plant and other species ,2,,4,3,2,4,3,3,4,5,3,4,5,4,5,3,4,4,4,4,4,3,4,3,3,4,4,3,3,4,6,3,3,4,4,6,6,6,4,6,2,6,3,2,6,6,4,4,3,4,3,further research need to support the topic,3,2,5,6,3,4,5,5,4,3,6,4,6,3,5,5,3,1,1,3,4,5,4,3,4,3,1,3,4,3,4,4,3,3,4,no further comment,1,,34,6,7,,no further comment
1576,2,3,3,3,3,I feel unqualified to answer these questions from a fully informed perspective.,49,"This might be easily ""sellable"" to society. I'm just not sure of the specific products that could be made.",3,I'm not sure of the time frame for mineralization.,1,I haven't seen convincing evidence that this process is economical or can permanently remove CO2 quickly enough.,3,"Again, I'm not sure of unintended consequences.",6,,2,I worry about unintended consequences with this approach.,5,Restoring or even increasing capacity for natural processes seems the safest and most sustainable approach.,3,This would make sense if environmental conditions support the trees in areas considered for planting..,2,,5,Same comment as above.,,2,3,"I'd like to see studies of the effectiveness, relative to other technologies, before making a decision on whether to support this technology. What concerns are related to the injected material?",2,,1,1,1,3,3,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,2,3,3,3,3,3,4,5,5,4,5,3,3,3,2,2,2,4,3,5,3,3,4,4,5,2,1,5,5,5,5,5,1,3,5,,1,,53,3,7,,
2055,2,6,6,6,6,,49,,6,,6,,1,,6,,1,,5,,5,,6,,5,,,1,4,"My overall impression is that we need to consider all possible solutions to tackle climate change and reduce its effects on the globe. This project appears to be energy-self sustaining while reducing CO2 in atmosphere which is good and also quite effective. However, when all pockets are filled, is the construction then redundant?  ",2,,1,2,2,4,4,6,6,6,6,3,6,6,4,6,6,6,6,4,4,4,4,5,3,4,3,4,2,4,4,4,6,6,4,4,4,6,6,4,5,5,6,2,5,5,5,6,6,6,4,,3,3,6,3,3,3,5,5,3,4,3,4,2,6,4,6,1,5,2,4,2,1,5,4,5,2,1,5,3,5,5,5,4,4,5,,2,,19,1,7,,"For someone outside of the US, this survey contains questions that doesn't really seem fit to be answered by someone outside of its regulatory borders. "
1194010,2,5,5,6,4,,51,,2,Same as previous comment ,6,,3,This is quite a bandaid type approach as resources should be focused on addressing the sources. ,2,Again same comment. I guess it can be used as an interim step to start addressing the current issue of CO2 overload,1,Trying to meddle with natural systems is always a gamble and systems are likely to respond in a different way than expected,5,Improving habitats/ecosystems is definitely the best option to achieve balance,4,Replanting is a good way but it needs to be done using a strategic approach- it's about making sure that it is done in a way to regenerate natural ecosystems and biota. Another key challenge is the loss of biodiversity and we need to regenerate habitats. It's never an attractive option as it is often spans multi-generational time span. ,2,That sounds like a counterproductive way of capturing CO2- it would be better to focus on practices first to reduce emissions at sources,4,Better agricultural practices will definitely improve carbon recycling,"The methods described are all rather ""engineering-based"". It is important not to lose sight of the solutions to reduce CO2 emission at sources. It would be good to see effort in raising awareness around the role we all play as individual. There are many CO2 calculators available but it needs to go further and provide information to the community as to what their target is if we are to meet whatever emission targets are required- and better. This should be like income tax processes where you get an indication of CO2 produced. Individuals need to know the cost associated with their behavioural patterns, e.g. owning a dog has a huge footprint. There would be plenty of low hanging fruit. It would also stimulate development of system solutions using a trans-disciplinary approach so that cities can be better designed by planners etc. It seems trivial but the situation requires drastic changes and innovative solutions. ",1,4,Any technology that can address resolve this issue should be welcome as long as it doesn't add to the problem,2,,1,1,1,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,"Sorry, I don't have the expertise to comment ",3,4,4,5,4,4,4,5,5,4,5,3,2,3,4,4,1,5,5,2,4,1,5,3,5,4,1,5,5,5,5,5,1,5,5,,1,,41,1,7,,
1462,2,4,6,6,6,,49,,3,,3,,3,,4,,1,,5,,5,,3,,5,,,1,4,"It mitigates present problems, which is needed, but doesn't solve the real problem that requires change of life style in especially the Western world",6,,1,1,1,2,3,4,6,6,6,3,2,4,4,4,5,6,5,6,6,6,4,2,3,4,5,5,6,5,3,3,2,4,3,3,6,2,6,6,6,6,2,4,3,4,4,4,4,4,3,,1,2,2,4,3,4,3,5,4,3,2,6,6,6,3,3,1,4,4,2,5,2,5,4,5,2,2,4,1,5,5,4,2,1,4,,1,,45,1,7,,
5758,2,3,3,4,4,,50,,4,,5,,5,,4,,4,,4,,5,,3,,4,,,2,4,Protecting our planet is the overriding goal and all the safest methods should be used to protect it,2,,3,4,3,4,4,3,4,4,5,5,3,3,5,5,4,4,3,4,3,4,5,3,4,5,4,4,4,3,4,4,3,4,4,5,5,5,5,4,4,4,3,4,5,4,5,5,5,4,4,,3,3,3,3,3,3,5,5,3,4,3,4,3,3,3,5,2,3,3,2,5,5,4,3,4,4,1,5,5,5,4,5,1,4,5,,2,,34,2,9,Ph.D D.Sc,
1224,2,3,5,2,4,,49,,2,,6,,2,,1,,2,,5,,5,,1,,5,,,1,3,don't know the  impact of  this  process.,2,,1,1,3,4,5,5,6,3,4,5,3,3,4,5,5,5,5,2,3,3,4,4,4,4,4,4,4,4,3,3,2,4,2,3,2,2,4,3,2,3,2,2,3,3,2,2,3,2,3,,2,2,4,4,5,5,5,5,5,3,3,4,2,2,4,4,2,5,5,4,4,2,5,4,5,3,2,5,4,5,5,4,1,4,3,,2,,34,3,7,,
986,2,4,3,4,3,,48,Probably energy/carbon neutral at best. ,5,Puts the carbon back where it came from,5,Should do this as much as possible. ,2,The volumes of salts necessary to do this is staggering. ,2,Will probably use more energy (carbon) to crush and spread rocks than can be sequestered ,1,"This has been pretty conclusively dismissed as a viable, long-term option. ",5,no brainer,5,,1,Short-term storage only. ,3,Will be difficult to get industrial agriculture to buy-in,,5,5,"I support this, but I think that re-purposing decommissioned oil and gas platforms is a better use of resources. ",1,,3,1,1,3,2,2,3,3,1,2,1,2,4,1,2,4,2,1,1,4,3,2,2,2,2,3,2,1,5,4,5,5,5,5,4,5,3,3,5,5,5,5,5,5,5,5,4,3,5,Why the west coast? Why not in the heavily industrialized Gulf of Mexico? You would face much less objection to using existing infrastructure there than you will to new drilling on the west coast of Canada or the US. ,1,2,3,3,4,3,3,5,5,4,3,3,2,1,4,2,1,4,3,2,2,1,5,4,4,2,1,5,5,5,4,5,2,2,2,,1,,32,1,7,,
881,2,4,6,6,6,,50,,5,,5,,4,,4,,5,,5,,4,,3,,5,,,5,5,"Something needs to be done and I am in favor of early, direct action. No more delays. Geo engineering will have to be done given that there’s no realistic way to stop CO2 emissions fast enough.",1,,2,2,1,3,3,3,2,4,6,4,2,4,4,4,5,4,3,2,3,3,3,1,3,2,2,5,4,4,2,2,3,4,4,3,2,4,4,3,5,5,3,4,4,5,3,3,3,3,4,,1,3,1,3,3,3,4,5,4,4,3,3,2,3,4,2,2,4,4,2,4,2,4,3,4,2,1,4,3,5,5,4,1,3,3,,1,,25,1,7,,
1184,2,3,4,2,4,,48,,4,,3,,1,,2,,1,,4,,2,,2,,4,,,2,4,Trial technologies are required in order to test the efficacy of larger scale roll outs,1,,1,1,1,4,2,2,6,6,6,4,6,6,6,6,6,4,6,6,6,6,2,6,6,2,2,6,3,6,3,3,6,4,4,3,3,3,4,4,4,4,2,2,5,4,4,3,3,5,4,,2,3,3,3,4,2,4,4,4,3,4,3,2,6,3,2,2,3,2,1,2,2,4,4,5,1,1,5,4,4,5,4,3,1,4,,1,,84,3,7,,
3989,2,2,5,2,4,i understand in my models and others that 1.5 won't be met in time and that both NET and agriculture changes are required. Not withstanding Rapid Changes predicted,48,"this is primarily to encourage industry to participate in offsetting w carbon, not actually changing climate directly",3,"not enough basalt available for practical platforms, but worthy if combined w reef creation projects",2,will require excessive cations to mineralize but more research is needed into winwin tech here,3,"more reaearch is required, as ocean acidification is at crises levels on current trajectory. however won't move needle on 1.5 degree objective..",1,,2,large scale blooms will damage marine environments and we can't return to a trichodesmium Proterozoic Eon w iron disruption,4,of course worthy of consideration in it of itself bit won't move the needle for 1.5 target,3,"worthy to stabilize soil and other benefits , but poor 1.5 target ...practically hasnt improved offsets",2,great practice but only small gains for offsets but not to change temp change inertia in system,3,"this is a worthy initiative but again too little too late, it encourages correct practices but not to change model projections significantly","supportive of investments in all of these, however waste reclamation and existing process improvements for raw emissions with known tech (mandated) will make the most dramatic change if 1.5 is still a goal.",5,3,the amount of basalt required but available to the surface platforms is insufficient to make the targeted numbers. in theory nice but practically difficult,9,there are higher value targets where effort is required,3,4,4,4,3,4,4,4,4,4,2,3,4,6,5,5,3,3,3,2,5,2,3,5,5,4,5,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,,1,1,2,2,1,2,1,3,2,1,2,2,5,1,1,1,2,3,5,1,2,1,5,3,5,3,1,3,3,4,4,3,1,4,3,,1,,34,2,7,,nicely done
2024,2,1,4,4,4,,48,,3,,3,,1,,1,,2,,5,,5,,3,,4,,Nature based solutions are by far preferable.,5,3,The solution is in a global paradigm change. This kind of project is of limited area interest.,2,,5,4,4,4,4,4,3,6,2,2,2,3,3,5,5,5,5,1,1,1,1,1,2,1,4,4,4,3,3,3,4,5,4,3,3,4,4,4,3,3,4,5,3,3,3,4,4,3,3,,2,3,4,3,3,3,4,5,3,2,3,3,4,6,2,2,2,3,4,2,5,2,5,2,4,4,1,4,4,5,5,5,1,4,3,Despite I am amazed by Nature I do not have a romantic understanding of how biological systems work. A rigorous scientific thinking is needed... I wouldn't survive long in some pristine and beautiful environments! But it is our duty to protect our planet. The old and unadapted paradigm of an eternal economical growth has definitely to change! ,1,,34,3,7,,
332275,2,4,3,6,6,,48,,1,"I do not know this technology, but seems expensive and complicated.",2,,2,"I do not have the necessary knowledge to judge this, but it seems difficult to add sufficient amounts of these minerals to produce the required change.",2,,2,,5,,4,"This is worthy as long as this strategy follows two conditions: 1) The trees are native, not exotic species to the place where they are planted. 2) The ecosystem is original forest that was removed, not grassland or savannah.",3,,5,,"As an ecologist, I have a preference or natural based strategies linked to restoration of degraded ecosystems, which could be cheaper and provide additional benefits.",1,2,I think this would be expensive and difficult and would divert attention to the most needed alternatives of restoring degraded forests and habitats.,2,,1,3,2,4,6,6,6,3,6,4,2,3,4,5,5,5,5,6,6,6,3,1,2,2,4,5,5,5,3,4,2,4,3,3,1,2,2,3,3,3,2,4,3,3,1,2,1,1,3,,2,2,3,3,4,3,4,5,4,4,5,4,3,6,2,5,2,4,3,2,4,3,5,5,4,3,1,5,4,5,5,4,1,4,5,,1,,32,2,7,,
4050,2,3,4,2,4,,49,,4,,4,,1,,2,,1,,5,,4,,2,,5,,,2,3,"I should get more information about pros and cons of this project, in particular on the impacts on the seabed and in the underlying layers ",2,,1,3,2,4,4,4,6,6,6,4,2,6,3,3,3,6,6,6,6,6,2,1,6,3,6,6,6,6,4,4,5,5,5,5,4,5,3,1,4,4,4,4,4,4,4,4,4,4,4,,2,3,3,6,3,4,5,5,4,3,3,3,2,6,3,3,2,4,4,3,4,4,5,4,5,4,1,5,5,5,5,5,1,4,5,,4,,50,2,6,,no
443660,2,1,5,5,5,,50,,3,,4,,3,,3,,3,,5,,5,,2,,5,,Using the treatment from source is mostly recommended beside treatment of the recent pollution. In addition using the green chemistry in industry will help more for clean environment.,1,4,because it is good to use for a long time treatment.,1,,3,5,4,4,3,4,3,3,4,5,3,4,5,3,4,5,4,3,3,5,5,4,6,5,4,5,5,5,2,4,4,5,4,4,4,5,6,5,2,3,3,2,3,3,4,4,6,4,4,"I think this project is good, but it is still having a challenge may affecting the pH of the ocean if we got carbon leakage and hence it will completely change the aquatic life and may accelerating the ocean acidification process.",5,5,5,5,5,5,5,5,5,4,4,5,5,6,6,4,5,5,4,6,5,4,5,4,5,5,1,5,5,4,5,5,3,6,5,,1,,14,4,7,,
563112,2,4,2,3,3,,50,,4,,4,,4,,2,,2,,5,,5,,2,,5,,Some of these strategies seem to be more likely to have undesirable side-effects that would need to be appropriately assessed before deciding on moving forward.,2,4,It seems like a mitigation effort that is likely to be effective without being overly intrusive.  It is also a strategy that can be implemented without the need to convince large numbers of people to change what they are doing.,1,,1,2,2,3,4,1,2,6,2,3,2,4,2,3,4,3,2,3,3,4,4,3,2,3,3,4,2,5,4,4,4,4,4,4,3,4,5,4,5,5,3,3,4,5,5,3,4,5,4,,2,4,3,4,4,4,4,5,5,5,4,4,2,2,3,3,2,4,2,1,3,3,4,2,3,2,1,4,3,4,4,2,2,3,5,,2,,26,2,7,,
3018,2,3,3,2,4,,50,,4,,4,,1,,3,,1,,5,,5,,1,,5,,,1,3,"Can try some methods, but they need more research because it is not natural.",2,,3,3,3,4,3,4,1,1,6,4,4,4,4,3,4,4,1,1,1,6,4,2,6,4,3,2,3,1,3,4,3,4,4,4,3,3,4,2,4,4,3,4,4,5,4,4,4,4,4,,4,4,4,4,4,4,5,4,3,4,4,4,3,4,4,4,3,5,5,4,4,4,5,1,5,1,1,5,5,5,5,5,1,5,5,,2,,21,5,7,,
1059,2,4,4,3,5,,49,,4,,4,,3,,4,,3,,4,,5,,3,,4,,,1,4,The proposed method seems to be based on technics that separately work. Lets' see how to implement them altogether through some prospective projects and then evaluate ...  ,2,,2,2,2,2,2,2,3,3,2,4,2,3,3,4,3,4,4,3,3,3,2,2,3,4,4,3,4,4,3,4,4,4,4,4,4,3,3,4,4,4,3,4,4,4,3,4,3,3,4,,4,4,5,4,3,4,3,5,4,4,3,3,3,3,3,3,4,5,5,4,4,3,5,3,4,1,1,5,5,4,5,5,2,5,5,,1,,38,2,7,,"Nice idea to try to get a worldwide overview of this ""hot"" topic from a priori scientists !"
1720,2,6,6,6,6,,49,,4,,4,,2,,6,,3,,4,,4,,6,,5,,,2,6,I do not have enough knowledge to form an opinion.,6,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,4,4,2,4,3,4,4,4,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,6,4,6,I do not have enough knowledge to form an opinion.,3,3,3,3,3,3,3,4,4,3,3,6,6,6,6,6,2,4,2,2,3,2,4,2,3,1,1,4,4,3,5,4,1,3,4,,1,,25,2,7,,
4045,2,6,4,2,4,,50,,5,,4,,2,,2,,3,,5,,5,,4,,5,,,2,5,"I think we need to explore most venues, and these plants could be an important piece in the puzzle. The location should however not be limited to the coast of North America, but be chosen based on suitability of the bedrock.  We are approaching the point when we need to start building things instead of making fancy drawings. ",1,,3,1,1,4,4,1,2,4,4,5,3,3,5,6,2,4,2,4,4,3,4,2,3,4,2,4,2,4,3,4,6,4,4,3,6,6,6,2,2,2,2,3,3,3,3,3,3,3,5,,4,4,4,3,3,3,4,5,5,1,3,6,6,6,6,6,1,3,3,2,5,2,4,3,3,1,1,5,4,5,5,5,1,3,5,Some questions is hard to answer as they are posed for an US setting. I have answered from a Swedish setting. ,2,,22,2,7,,
963,2,5,4,4,4,,49,,4,,5,,1,,5,,2,,5,,2,,2,,5,,,5,5,NEeds to be done,1,,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,1,1,2,2,1,3,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,,4,4,4,3,4,4,3,5,4,3,3,3,3,1,3,3,3,4,5,1,4,4,5,5,5,1,1,4,5,4,5,3,2,3,4,,1,,54,3,7,,
1633,2,2,4,2,4,,48,,4,,3,,1,,3,,1,,4,,3,,3,,3,,,2,2,seems not efficient and energy consuming,2,,5,4,2,1,1,2,2,2,4,4,3,5,4,5,3,4,4,3,3,4,4,1,3,2,4,2,4,4,2,2,2,5,2,2,1,3,3,3,2,1,2,4,2,1,1,2,3,3,2,,3,3,4,3,3,3,1,5,4,3,2,3,3,2,3,3,3,2,3,3,3,3,4,3,4,3,2,3,3,3,3,4,2,2,3,,2,,47,3,7,,
2217470,2,4,4,4,4,,50,,5,,5,,5,,5,,5,,5,,5,,5,,5,,,5,4,"
It reduces CO2 emissions",1,,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,1,,26,2,7,,
2538,2,5,4,4,2,,47,,1,,3,,1,,1,,1,,5,,3,,1,,4,,,2,2,"SC project delivers the wrong message that we can fix climate with technology and in the 21th century we are free to pollute as we did in the last century. Absolutely wrong message.
The urgent priority is to recover the environment for all the services ecosystems provide.
SC is a drop in the ocean a forest or a seagrass meadow is a self sustaining carbon sink. 

Energetic cost of SC facilities is not clear as wind turbines have some technical and environmental limits and yjey also have a carbon cost to build and maintain.",2,,3,4,4,4,4,3,6,6,6,4,2,3,5,5,4,5,5,6,6,6,4,2,3,4,5,5,5,4,2,2,2,4,2,2,2,3,5,2,2,2,1,3,2,2,2,1,1,1,2,"I oppose the project to build a facility to meet climate targets. 
The words Climate Targets look an administrative solution with economic consequences but poor climate impact. So it is not part of the climate solution. If you put a CS facility in the national budget you authorise someone elsewhere to release CO2 without any limit. CS becomes the alibi to pollute.

I'm in favour of building facilities to study climate change with feasible and realistic objectives. SC is a possibile project to study, but do not sell it as the ultimate ready-go solution. Climate do not follow marketing ads and our national Carbon budgets.
The real solution is environmental recover and there is no reference to environmental impact of SC facilities.
",3,3,3,3,3,3,3,4,4,2,3,5,2,2,4,3,2,2,2,1,2,5,4,2,2,5,1,1,3,2,5,4,5,1,5,,1,,40,6,7,,
1020605,2,4,6,6,6,,49,,3,,3,,1,,2,,1,,5,,4,,2,,5,,,2,3,I need to learn more about it before I can support or oppose it. ,2,,2,2,2,4,4,2,6,6,6,4,6,4,4,6,4,6,6,6,6,6,4,6,3,4,6,4,6,6,6,6,6,6,6,6,6,6,6,6,5,5,4,5,5,5,5,4,4,5,6,i still don't know enough information to support or oppose.,2,3,5,2,2,2,4,5,5,3,5,6,6,6,6,6,3,4,4,3,4,6,4,3,4,2,1,5,5,5,4,5,2,4,4,,2,,27,2,7,,
721,2,4,3,3,3,,48,,3,,3,,2,,3,,3,,4,,3,,3,,5,,My answers probably show my biologist bias and some ignorance - and we probably have to do all of the above,2,3,Step 4 alone is going to require so much energy that I'm skeptical that the other steps can offset it.,2,,1,1,1,4,2,2,3,3,4,5,2,4,5,4,4,4,4,6,2,2,3,2,3,4,3,3,3,3,3,3,3,4,4,4,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,"The impacts on the ocean floor, the cost and energy use of the initial drill, and the likelihood of release - given our history of not containing fluids that we would like to contain, of any type, without some mishap - means I'm skeptical.",1,3,3,2,2,2,4,4,4,4,4,4,3,3,4,2,1,5,4,2,4,4,5,4,4,4,1,5,4,4,5,5,1,4,5,,1,,32,1,7,,
1252,2,4,4,4,5,,50,,3,,5,,3,,3,,3,,4,,5,,4,,4,,no comments,2,5,very efficient,1,,2,1,4,4,2,2,1,2,2,3,2,1,1,3,4,4,3,1,1,2,4,2,2,3,4,4,3,2,5,5,4,3,4,5,4,5,5,4,5,4,4,5,5,4,4,4,5,5,5,very important,4,4,5,4,3,3,5,5,3,4,3,3,4,2,2,3,5,5,5,5,4,5,5,5,5,1,2,4,4,2,3,3,3,3,5,,1,,41,1,7,,
2387,2,2,3,2,4,"A change in how we consume is necessary, not in what we consume.",50,,4,,4,,1,,2,,1,,4,,4,,6,,4,,,5,3,"I don't know enough about the real potential, feasibility and ratio of energy spent / kg CO2 captured over the entire life cycle of the technology. More thorough information would be needed for me to have an informed opinion.",2,,1,1,1,1,1,1,4,4,6,4,2,4,3,2,4,5,3,2,2,6,2,1,1,1,2,5,5,2,4,4,4,4,4,4,4,4,5,2,2,2,2,2,3,3,3,2,3,3,3,Additionnal information is necessary.,2,2,4,5,4,4,2,5,5,3,3,4,4,6,4,4,1,5,4,1,2,2,4,4,4,2,1,4,5,4,5,5,1,2,4,,1,,14,1,6,,
